Diagnosis,ICD-10 Code,ICD Description,Similarity Score,Justification,Alternative Suggestions,Needs Review
"Primary osteoarthritis, unspecified shoulder",A01.00,,-0.013927419669926167,"The diagnosis 'Primary osteoarthritis, unspecified shoulder' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Procedure and treatment not carried out because of other contraindication,A01.00,,-0.017320703715085983,The diagnosis 'Procedure and treatment not carried out because of other contraindication' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Procedure not carried out for other reasons,A01.00,,-0.018715953454375267,The diagnosis 'Procedure not carried out for other reasons' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Prolapse of vaginal vault after hysterectomy,A01.00,,0.06792232394218445,The diagnosis 'Prolapse of vaginal vault after hysterectomy' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,A01.00,,-0.028056928887963295,The diagnosis 'Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,A01.00,,-0.0008059353567659855,The diagnosis 'Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Prurigo nodularis,A01.00,,0.07021813094615936,The diagnosis 'Prurigo nodularis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Pruritus, unspecified",A01.00,,0.06718955934047699,"The diagnosis 'Pruritus, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,A01.00,,0.051487039774656296,The diagnosis 'Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Pseudomonas infection in conditions classified elsewhere and of unspecified site,Z98.41,,0.054147422313690186,The diagnosis 'Pseudomonas infection in conditions classified elsewhere and of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Psoriasis, unspecified",A00.9,,0.032589614391326904,"The diagnosis 'Psoriasis, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.1 - ; A00.0 - ,True
Pulmonary collapse,A00.9,,0.06524940580129623,The diagnosis 'Pulmonary collapse' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.1 - ; A00.0 - ,True
Pulmonary congestion and hypostasis,Z98.41,,-0.011032835580408573,The diagnosis 'Pulmonary congestion and hypostasis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Pulmonary hypertension, unspecified",Z98.41,,0.01808137074112892,"The diagnosis 'Pulmonary hypertension, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Pure hypercholesterolemia,Z98.41,,0.03941313922405243,The diagnosis 'Pure hypercholesterolemia' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Pure hypercholesterolemia, unspecified",Z98.41,,0.025124087929725647,"The diagnosis 'Pure hypercholesterolemia, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Pure hyperglyceridemia,Z98.41,,0.011767108924686909,The diagnosis 'Pure hyperglyceridemia' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",A01.00,,0.060401417315006256,"The diagnosis 'Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Rash and other nonspecific skin eruption,A01.00,,0.06390584260225296,The diagnosis 'Rash and other nonspecific skin eruption' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Regional enteritis of unspecified site,Z98.41,,0.04026879370212555,The diagnosis 'Regional enteritis of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",A01.00,,0.05619484931230545,"The diagnosis 'Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Renal agenesis and dysgenesis,A01.00,,0.0018789595924317837,The diagnosis 'Renal agenesis and dysgenesis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Renal dialysis status,A01.00,,0.0058877114206552505,The diagnosis 'Renal dialysis status' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Renal sclerosis, unspecified",A01.00,,0.04320967569947243,"The diagnosis 'Renal sclerosis, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Resistance to other specified antimicrobial drug,Z98.41,,-0.008064116351306438,The diagnosis 'Resistance to other specified antimicrobial drug' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Resistance to penicillins,A01.00,,0.08632177859544754,The diagnosis 'Resistance to penicillins' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Resistance to quinolones and fluoroquinolones,Z98.41,,-0.005559846758842468,The diagnosis 'Resistance to quinolones and fluoroquinolones' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Resistance to vancomycin,A01.00,,-0.008238238282501698,The diagnosis 'Resistance to vancomycin' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Respiratory failure, unspecified with hypoxia",Z98.41,,-0.022924119606614113,"The diagnosis 'Respiratory failure, unspecified with hypoxia' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",Z98.41,,-0.04069105535745621,"The diagnosis 'Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Retention of urine, unspecified",Z98.41,,0.06745795905590057,"The diagnosis 'Retention of urine, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Retinal artery branch occlusion, unspecified eye",Z98.41,,0.037016380578279495,"The diagnosis 'Retinal artery branch occlusion, unspecified eye' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Retinal vascular occlusion, unspecified",Z98.41,,0.035996995866298676,"The diagnosis 'Retinal vascular occlusion, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Rhabdomyolysis,A01.00,,0.12165599316358566,The diagnosis 'Rhabdomyolysis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Rheumatic disorders of both aortic and tricuspid valves,A01.00,,-0.026210881769657135,The diagnosis 'Rheumatic disorders of both aortic and tricuspid valves' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Rheumatic disorders of both mitral and aortic valves,A01.00,,-0.03268735110759735,The diagnosis 'Rheumatic disorders of both mitral and aortic valves' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Rheumatic disorders of both mitral and tricuspid valves,A01.00,,-0.07041064649820328,The diagnosis 'Rheumatic disorders of both mitral and tricuspid valves' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Rheumatic tricuspid insufficiency,A01.00,,-0.05236843228340149,The diagnosis 'Rheumatic tricuspid insufficiency' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Right bundle branch block,Z98.41,,0.10661207884550095,The diagnosis 'Right bundle branch block' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Sacrococcygeal disorders, not elsewhere classified",Z98.41,,-0.020026009529829025,"The diagnosis 'Sacrococcygeal disorders, not elsewhere classified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Saddle embolus of pulmonary artery with acute cor pulmonale,Z98.41,,0.038214318454265594,The diagnosis 'Saddle embolus of pulmonary artery with acute cor pulmonale' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Salicylates causing adverse effects in therapeutic use,A01.00,,-0.020348327234387398,The diagnosis 'Salicylates causing adverse effects in therapeutic use' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Sarcoidosis, unspecified",A01.00,,0.041260797530412674,"The diagnosis 'Sarcoidosis, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Schizoaffective disorder, chronic with acute exacerbation",A01.00,,0.10443247854709625,"The diagnosis 'Schizoaffective disorder, chronic with acute exacerbation' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Schizoaffective disorder, unspecified",Z98.41,,0.13551446795463562,"The diagnosis 'Schizoaffective disorder, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Schizophrenia, unspecified",A00.9,,0.19651031494140625,"The diagnosis 'Schizophrenia, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.1 - ; A00.0 - ,True
"Sciatica, unspecified side",A00.9,,0.10131371766328812,"The diagnosis 'Sciatica, unspecified side' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.1 - ; A00.0 - ,True
"Scoliosis [and kyphoscoliosis], idiopathic",A01.00,,0.019296910613775253,"The diagnosis 'Scoliosis [and kyphoscoliosis], idiopathic' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
